Date;ICLN;BOTZ;IWDA.AS;SXR8.DE;ISPY.MI;BCHN.MI;TLT;ISP.MI;STLA.MI;ENI.MI;RACE.MI;ENEL.MI;STM.MI;G.MI;UCG.MI;CNHI.MI;SRG.MI;TEN.MI;TRN.MI;MONC.MI;TES.MI;REC.MI;SRI.MI;DIA.MI;CHL.MI;A2A.MI;CFR.SW;AA;BA;CAT;KO;DD;GE;HPQ;IBM;DIS;MMM;MSFT;AAPL;TSLA;BRK-B;NVDA;TSM;JNJ;V;JPM;BAC;WMT;TCEHY;PG;XOM;CVX;PFE;ABBV;BHP;CSCO;VZ;BABA;PEP;ORCL;ABT;CMCSA;MRK;GOOG;CL=F;GC=F;NG=F;LBS=F;CT=F;ZW=F;ZC=F;KC=F;HG=F;ES=F;YM=F;NQ=F;FTSEMIB.MI;^HSI;^N225;^TNX;^VIX;BTC-EUR;EURUSD=X;EURJPY=X;EURGBP=X;EURCHF=X;EURCAD=X;EURAUD=X;EURNZD=X;EURCNY=X;EURHKD=X;EURSEK=X;EURKRW=X;EURSGD=X;EURNOK=X;EURZAR=X;EURTRY=X;EURRUB=X
2017.03.14;7,796393;16,411024;43,830002;210,910004;9,73;NaN;102,86824;1,411362;6,30056;10,052623;59,602173;3,014478;13,376966;9,090164;11,448055;7,891957;2,718217;11,870447;3,398755;18,162979;0,499;26,943924;3,195093;55,075012;0,033;0,997046;68,279556;33,803768;167,133698;79,078278;34,939865;79,415344;165,292953;14,560841;126,702049;107,550323;156,058304;59,541634;32,609665;17,200001;174,729996;25,117922;26,132956;108,434921;86,043663;77,25415;22,269806;63,376537;25,664377;77,135284;60,07547;82,986664;26,067596;50,259605;24,378923;28,330839;37,280251;104,25;91,942772;38,774632;40,405315;32,930565;51,237961;42,280998;47,720001;1201,900024;2,938;346,200012;77,150002;412;353,75;139,600006;2,624;2366,5;20847;5381,5;19537;NaN;NaN;2,595;12,3;1168,70874;1,065144;122,387001;0,87256;1,07304;1,43259;1,40766;1,53951;7,3543;8,26985;9,523;1221,829956;1,50737;9,12205;13,97306;3,98392;62,921532
2017.03.15;7,905689;16,556599;44,084999;212,279999;9,83;NaN;104,124741;1,426513;6,421959;10,191565;60,224022;3,005804;13,536214;9,20023;11,675555;8,077442;2,76252;12,145562;3,409629;18,422449;0,496;27,236792;3,057104;55,489101;0,0331;0,999304;67,967995;34,743042;167,115036;80,36956;35,064735;80,363136;166,523956;14,644188;126,766937;107,128983;156,771652;59,855934;32,954548;17,048668;174,669998;25,307947;26,719086;110,065079;86,399155;77,43988;22,146669;63,251106;25,981565;77,474358;60,824627;84,161591;26,379917;50,933113;25,599558;28,430483;37,86935;103,690002;93,431129;39,010239;40,874294;33,229851;51,637024;42,360001;48,860001;1200,099976;2,981;340,899994;78,080002;436;363,5;139,199997;2,6455;2383,75;20944;5415,25;19774;23792,849609;19577,380859;2,508;11,63;1164,052124;1,061244;121,669998;0,87286;1,07119;1,42942;1,4022;1,5307;7,3281;8,2411;9,5132;1218,079956;1,50171;9,13581;13,94786;3,96852;63,018829
2017.03.16;7,960334;16,614828;43,98;210,809998;9,88;NaN;103,597565;1,440499;6,543358;10,427773;61,898239;3,07231;13,564321;9,439785;11,862428;8,156935;2,77967;12,226478;3,45623;18,579988;0,498;27,443525;3,167167;56,45533;0,0337;1,013601;69,125275;34,980335;166,628738;79,930504;35,172962;79,639793;166,468002;14,710863;127,798096;106,975761;156,041885;59,75425;33,008507;17,469999;174,080002;25,618895;27,137747;109,638351;86,514481;77,363899;22,181849;63,125626;26,606619;77,508263;60,876572;83,373161;26,227564;50,435642;25,565838;28,422171;37,793835;105,629997;93,456383;41,438747;40,567665;33,168228;51,222004;42,438999;48,75;1226,5;2,902;363,5;78,169998;436;366;139,75;2,6655;2382,75;20940;5413;20110;24288,279297;19590,140625;2,522;11,21;1102,887695;1,073791;121,764999;0,87423;1,0737;1,42757;1,39328;1,52809;7,4143;8,33824;9,5292;1210,060059;1,50481;9,12493;13,7652;3,94709;62,781281
2017.03.17;7,933012;16,760403;43,965;210,580002;9,89;NaN;104,247787;1,446326;6,519078;10,365247;60,989376;3,043394;13,620524;9,452733;11,862428;8,002364;2,806824;12,323578;3,495064;18,756056;0,507;27,477974;3,188522;56,45533;0,0334;1,015858;69,258804;34,574966;168,414825;79,982178;34,989811;79,851814;167,195435;14,635856;126,651566;107,023636;157,722778;59,966881;32,84428;17,433332;172,820007;26,176636;27,288469;109,296921;86,706635;76,553459;21,865219;62,632744;26,653265;77,135284;60,824627;83,234024;26,143772;50,274921;25,747919;28,422171;38,058178;105,610001;93,666603;41,375309;40,75705;32,974575;50,998531;42,605999;48,779999;1229,800049;2,948;361,799988;78,360001;436,25;367,5;140,800003;2,6795;2384,5;20972,490234;5417,25;20074;24309,929688;19521,589844;2,501;11,28;1024,327271;1,07747;122,096001;0,8721;1,07302;1,43512;1,4037;1,5417;7,4202;8,36242;9,489;1213,630005;1,50941;9,1599;13,7547;3,91039;62,097431
2017.03.20;7,905689;16,780783;43,895;210,149994;10;NaN;104,695923;1,446326;6,40375;10,316616;60,941551;3,028936;13,488835;9,439785;11,716178;8,00678;2,806824;12,105104;3,487297;18,450249;0,531;26,978378;3,196736;57,283527;0,0331;1,030908;69,036255;34,50576;167,7509;82,125717;35,114681;80,43795;166,412079;14,635856;126,687622;107,93338;158,255753;60,022324;33,189175;17,461332;172,070007;27,010775;27,506168;109,305481;85,688133;76,004707;21,495813;62,713394;27,576843;77,321777;60,824627;83,218575;26,189478;50,359108;25,930002;28,46369;37,944889;107,25;93,464775;40,985672;40,567665;32,99218;51,166138;42,419998;48,220001;1233,599976;3,041;371;77,330002;430,25;363,5;144;2,6555;2370,25;20868;5418,5;19969;24501,990234;19521,589844;2,473;11,34;982,049377;1,074299;121,035004;0,86737;1,0715;1,43243;1,39367;1,52843;7,407;8,33819;9,48127;1181,292847;1,50549;9,09002;13,64121;3,89856;61,459301
2017.03.21;7,750854;16,624533;43,349998;206,899994;9,855;NaN;105,565834;1,459146;6,160954;10,365247;59,79351;3,050623;12,91504;9,420361;11,618679;7,790381;2,806824;11,943272;3,499724;18,635588;0,5235;26,892239;3,206592;57,007465;0,034;1,038433;67,923485;32,844727;164,543442;79,568962;35,381084;78,667068;164,453583;14,294126;125,375381;107,014069;157,534241;59,356739;32,809078;16,712;169,470001;26,137146;27,196362;108,605621;84,612;73,776001;20,246874;62,641697;27,166365;77,296333;60,698517;83,512314;26,090448;50,014702;24,925171;28,131552;37,884464;105,089996;93,986122;40,632263;40,405315;32,631271;51,006519;41,522999;47,34;1246,099976;3,093;370,200012;76,839996;426,5;361,25;143,5;2,61;2342,25;20627;5338,25;19919;24593,119141;19455,880859;2,436;12,47;1036,385498;1,073768;120,850998;0,8681;1,07245;1,43204;1,3887;1,52308;7,4056;8,3363;9,47263;1195,22998;1,499;9,1051;13,56743;3,89142;61,654121
2017.03.22;7,723529;16,624533;43,189999;206,460007;9,785;NaN;105,987602;1,460312;6,124534;10,344406;60,415363;3,07231;13,103169;9,277924;11,764929;7,746219;2,806824;11,959455;3,518365;18,663387;0,534;27,150652;3,198379;57,191505;0,0334;1,036928;68,457611;33,309422;165,497238;79,568962;35,281185;78,30542;165,237;14,360804;126,024277;107,330063;157,608002;60,114773;33,179783;17,000668;169,300003;26,67021;27,3722;107,760666;85,054008;73,89418;20,176516;62,955341;26,951794;77,126831;60,64661;83,782852;26,258034;50,144798;24,999352;28,314232;37,54459;106,089996;94,196327;40,586967;40,41433;32,604866;50,679298;41,4795;48,040001;1249,300049;3,011;373,299988;77,339996;422,25;358,75;141,699997;2,622;2342,5;20596;5365,75;19953;24320,410156;19041,380859;2,396;12,81;972,326233;1,081245;120,587997;0,86625;1,07404;1,4443;1,40883;1,53558;7,4341;8,39616;9,51157;1213,380005;1,51388;9,15544;13,71206;3,92722;62,157372
2017.03.23;7,723529;16,721582;43,52;207,869995;10,01;NaN;105,838226;1,483621;6,075974;10,441666;63,04628;3,1099;13,338331;9,323245;11,773054;7,944952;2,806824;11,967546;3,527685;18,904324;0,534;27,331543;3,244375;57,97369;0,0342;1,060255;69,614883;32,93372;165,759064;79,396797;35,106354;79,602409;165,74057;14,344134;126,053101;107,483292;157,542389;59,966881;33,062469;16,985332;169,889999;26,428356;27,263348;107,453407;85,380661;73,776001;20,290852;62,605839;26,933138;76,940315;60,720783;83,380898;26,12092;50,244308;24,830755;28,197981;37,491726;108,25;93,99453;40,731941;40,37825;32,763309;50,503716;40,879002;47,700001;1246,900024;3,051;376,700012;77,269997;421;356,75;140,5;2,6365;2340;20588;5354,5;20167;24327,699219;19085,310547;2,418;13,12;963,173462;1,079016;120,178001;0,86498;1,07053;1,43856;1,40713;1,53286;7,4176;8,38001;9,49395;1204,25;1,5096;9,1334;13,55242;3,90453;62,344501
2017.03.24;7,741746;16,786606;43,369999;206,710007;10,025;NaN;106,216064;1,478958;6,100255;10,413878;63,23761;3,09978;13,912124;9,446259;11,691805;7,936118;2,806824;12,048462;3,541665;18,848724;0,5385;27,271244;3,342938;57,835651;0,0338;1,056493;69,83744;32,192188;164,412521;79,327942;35,064735;78,667068;166,300125;14,360804;125,339256;107,387527;157,025848;60,068542;32,996777;17,544001;168,660004;26,522142;27,472681;107,094948;85,697762;73,691574;20,334831;62,381809;27,073072;76,770813;60,253464;83,47364;25,900009;50,221344;24,6217;28,29763;37,521931;108,040001;94,280457;40,460098;40,342175;32,904156;50,423912;40,7215;47,970001;1248,199951;3,076;376,600006;77,470001;424,75;356,25;137,600006;2,6235;2344,75;20575;5378,75;20188;24358,269531;19262,529297;2,4;12,96;868,315308;1,078388;119,698997;0,8615;1,071;1,4389;1,4126;1,53423;7,4157;8,3752;9,51687;1208,680054;1,5088;9,15309;13,44012;3,9179;61,894218
2017.03.27;7,723529;16,808924;42,939999;204,199997;9,985;NaN;106,699326;1,475462;6,063836;10,399983;65,055344;3,115684;13,507647;9,43331;11,561806;7,719719;2,806824;11,781438;3,58982;18,579988;0,54;27,650253;3,285443;57,32954;0,0335;1,054988;69,214287;32,103207;164,674377;78,776978;35,231239;79,839363;164,733368;14,335803;125,296066;107,617355;156,14032;60,179462;33,053093;18,014668;167,440002;26,71463;27,774113;107,368073;85,467133;73,649361;20,255674;62,426632;27,119719;76,702995;60,268295;82,151848;26,037125;50,588696;24,163118;28,222897;37,114075;108,080002;94,036606;40,632263;40,315113;32,666485;50,431889;40,975498;47,73;1255,400024;3,052;372,600006;76,940002;420,75;355,75;139,199997;2,625;2338,5;20497;5379;20124;24193,699219;18985,589844;2,373;12,5;962,955811;1,084952;119,915001;0,86671;1,07171;1,44524;1,42108;1,53961;7,4244;8,42427;9,52459;1205,459961;1,51374;9,17309;13,44853;3,90619;61,557301
2017.03.28;7,787285;16,915682;43,294998;205,740005;9,99;NaN;105,987602;1,480124;6,239862;10,455561;66,012032;3,137371;13,592303;9,485106;11,756804;7,865458;2,806824;12,687702;3,564965;18,996994;0,535;27,400452;3,313369;57,835651;0,0338;1,068533;68,991745;32,548119;165,852585;80,016594;35,322815;81,061516;165,74057;14,385811;125,829605;108,258965;156,599518;60,355129;33,738171;18,496668;168,309998;26,576431;27,924831;107,248581;85,630478;74,797493;20,651461;63,018089;27,511538;76,931854;60,705948;82,839806;26,021889;50,496861;24,635187;28,24781;37,234936;107,800003;94,55793;40,496334;40,315113;32,648884;50,551605;41,046001;48,369999;1255,300049;3,096;369,200012;76,879997;424,5;357,75;138,850006;2,669;2351,5;20625;5405;20330;24345,869141;19202,869141;2,409;11,53;968,238586;1,086095;120,303001;0,8647;1,07064;1,45384;1,42347;1,54091;7,4536;8,43524;9,54112;1206,199951;1,51409;9,21874;13,84007;3,92504;61,880791
2017.03.29;7,814609;16,920534;43,720001;208,419998;10,195;NaN;106,620232;1,46847;6,270211;10,50419;66,346886;3,146046;13,582897;9,5628;11,610555;7,900789;2,806824;12,606785;3,541665;18,746788;0,5295;27,193722;3,39222;57,283527;0,0341;1,067028;69,88195;32,538231;166,105103;79,939133;35,31448;80,910797;166,076309;14,385811;125,418602;107,761002;156,345261;60,521496;33,813248;18,492001;166,589996;26,490053;27,573162;106,616989;85,688133;74,518906;20,537123;63,394466;27,446238;76,796234;60,839462;83,535484;26,151388;50,33614;24,877968;28,015318;37,106537;109,510002;94,5411;40,342289;40,288059;32,763309;50,791027;41,570499;49,509998;1253,400024;3,175;369,200012;76,139999;425,5;358,5;139,300003;2,67;2357;20601;5436;20277;24392,050781;19217,480469;2,386;11,42;966,694519;1,081771;120,300003;0,8707;1,07308;1,44698;1,41349;1,5427;7,4323;8,4031;9,5501;1206,319946;1,51154;9,21529;14,0361;3,95543;61,708118
2017.03.30;7,741746;16,867153;44,005001;209,949997;10,26;NaN;105,759148;1,471966;6,233793;10,643135;66,490395;3,157612;13,517053;9,523953;11,602431;7,962617;2,806824;13,059917;3,566518;18,857992;0,533;27,27986;3,438216;58,525818;0,0346;1,060255;69,481354;33,111679;166,432388;80,249046;35,464321;80,60936;167,139496;14,710863;125,360909;108,383453;156,837219;60,743366;33,768669;18,528;167,360001;26,998434;27,690382;106,395096;85,524796;75,160515;20,994482;64,156197;27,129045;76,457191;62,085609;83,311325;26,166624;50,098885;24,884708;28,015318;37,053669;108,849998;94,330902;40,487274;40,179832;33,018597;50,639389;41,575001;50,349998;1245;3,191;375,399994;76,230003;421;357,5;139,300003;2,665;2364,5;20660;5437,5;20368;24301,089844;19063,220703;2,416;11,54;960,447327;1,075963;119,57;0,86487;1,07225;1,43439;1,40265;1,52954;7,4026;8,3564;9,5419;1193,810059;1,4999;9,1489;14,03326;3,91872;60,947498
2017.03.31;7,796393;16,850658;44,09;210,509995;10,355;NaN;106,066719;1,483621;6,221652;10,663976;66,729546;3,190865;13,470021;9,646967;11,740554;7,984699;2,806824;13,003276;3,611566;19,024796;0,531;27,365999;3,449715;58,249756;0,0348;1,067028;70,505096;34,011398;165,38504;79,85305;35,331131;79,805511;166,747787;14,902562;125,562775;108,584564;156,878235;60,882046;33,705322;18,553333;166,679993;26,88245;27,497801;106,301208;85,390274;74,155884;20,748207;64,595337;26,923805;76,160538;60,83205;82,9944;26,059978;49,869282;24,493565;28,065132;36,819527;107,830002;94,061821;40,423855;40,053562;33,089005;50,711216;41,478001;50,599998;1247,300049;3,19;381,399994;77,330002;426,5;364,25;139,300003;2,6465;2359,25;20604;5438,5;20493;24111,589844;18909,259766;2,396;12,37;1006,470154;1,068707;119,440002;0,85647;1,0691;1,42469;1,39626;1,5252;7,3524;8,3024;9,54479;1193,199951;1,4925;9,14775;14,3608;3,90501;60,196381
2017.04.03;7,787285;16,811838;43,889999;209,649994;10,285;NaN;107,136551;1,460312;5,912087;10,50419;65,916374;3,18942;13,451207;9,5628;11,42368;7,821294;2,806824;12,906177;3,586712;19,210131;0,5245;27,607182;3,620558;58,709862;0,035;1,038433;70,01548;33,833439;165,188644;79,431206;35,306149;79,202629;167,195435;14,660852;125,82235;108,402611;156,378113;60,595467;33,714722;19,901333;166,869995;26,74671;27,539669;106,420692;85,861099;73,885735;20,748207;64,3713;27,110386;76,016396;60,876572;83,326775;26,082829;49,769791;24,574495;27,882462;37,144306;108,089996;94,061821;40,423855;40,107685;33,202164;50,65535;41,927502;50,240002;1250,800049;3,128;374;75,470001;427,75;367,75;137,850006;2,5975;2356;20590;5434,5;20243;24261,480469;18983,230469;2,35;12,38;1072,187866;1,066883;118,707001;0,8508;1,06924;1,42165;1,39814;1,5229;7,3316;8,28984;9,5568;1189,310059;1,49071;9,15605;14,2443;3,87269;60,075401
2017.04.04;7,823716;16,720613;43,994999;210,190002;10,055;NaN;106,55542;1,4708;5,939403;10,580608;66,107697;3,183635;13,385361;9,459208;11,383057;7,794796;2,858273;13,084192;3,574286;19,534473;0,5255;27,994801;3,630414;58,801884;0,0348;1,007581;69,703911;33,843319;167,105652;81,032425;35,530941;79,378464;167,978775;14,769208;125,836807;108,249397;155,943527;60,761868;33,965759;20,246668;166,860001;24,871136;27,514547;106,41217;85,303802;74,131973;20,616282;64,532608;27,250326;76,211365;61,099079;83,991531;26,159006;49,83102;24,857733;27,982969;37,242481;107,519997;94,246819;40,40572;39,846123;33,405476;50,814968;41,7285;51,029999;1255;3,293;373,100006;74,849998;427;363;137,75;2,606;2356,5;20634;5444;20257;24261,480469;18810,25;2,35;11,79;1061,493042;1,067008;118,119003;0,854;1,06867;1,4278;1,40302;1,5196;7,3354;8,29127;9,55868;1190,189941;1,48949;9,1532;14,61293;3,88884;60,001492
2017.04.05;7,741746;16,721582;44,169998;211,520004;10,215;NaN;106,88121;1,466139;5,830144;10,525033;65,48584;3,169178;13,517053;9,387989;11,488682;8,015613;2,882568;12,938542;3,63176;19,840275;0,524;28,012032;3,607417;59,169968;0,0345;1,017364;69,347816;33,467613;165,590775;81,127075;35,439365;79,780403;167,69902;14,744206;124,654282;108,21109;155,984512;60,604694;33,789799;19,666668;165,830002;24,686043;27,54804;106,51458;85,544022;73,181015;20,378807;64,209969;27,418249;76,262238;61,217743;83,976089;26,044743;49,716221;25,033077;27,639566;37,023453;107,440002;94,129089;40,315098;39,503399;33,00769;50,735165;41,570499;51,150002;1245,400024;3,266;379,600006;74,870003;429,75;364,75;137,300003;2,6755;2346,5;20577;5416,25;20253;24400,800781;18861,269531;2,357;12,89;1054,151855;1,068034;118,389999;0,8583;1,06964;1,43084;1,41102;1,53095;7,3437;8,297;9,605;1199,930054;1,4925;9,17569;14,5412;3,92824;59,90752
2017.04.06;7,741746;16,605124;44,064999;210,759995;10,13;NaN;106,722725;1,475462;5,881737;10,538928;65,29451;3,180745;13,460616;9,290873;11,513056;8,170184;2,89543;12,987093;3,645739;19,849543;0,5165;28,287674;3,613987;59,07795;0,0345;1,019621;70,01548;33,269875;165,861938;82,487267;35,522602;79,893448;167,47522;14,635856;124,344246;108,258965;155,69754;60,761868;33,705322;19,913334;166,470001;24,866199;27,514547;106,727936;85,601654;73,427223;20,457962;64,012802;27,53953;75,77906;61,573818;84,478531;25,983801;49,808067;25,060045;27,706568;37,014282;108,040001;93,826355;40,034199;39,386147;33,706028;50,471794;41,394001;51,700001;1250,300049;3,331;389,600006;74,510002;423,25;360,75;137,75;2,6555;2353,75;20605;5422,75;20297;24273,720703;18597,060547;2,343;12,39;1111,123657;1,067247;117,792;0,8544;1,07117;1,43366;1,41016;1,52952;7,3477;8,290711;9,58478;1202,349976;1,49444;9,18023;14,70145;3,95155;59,888828
2017.04.07;7,741746;16,692469;44,169998;211,100006;10,185;NaN;106,291214;1,480124;5,818004;10,580608;64,81617;3,180745;13,799246;9,271447;11,464307;8,351252;2,883997;13,0761;3,63642;19,812475;0,513;28,098173;3,602489;59,814125;0,0342;1,036176;70,416084;33,348972;167,245941;82,229019;35,472656;79,365929;167,810974;14,477492;124,120712;107,808884;155,779526;60,715652;33,630253;20,169333;166,169998;24,760082;27,522921;106,616989;85,265373;73,172501;20,370007;65,33017;27,352947;75,634972;61,388359;84,146141;25,976187;50,160122;24,931915;27,606062;37,19006;108,989998;93,851585;40,133881;39,53046;33,61763;50,383999;41,233501;52,240002;1254,300049;3,261;399,600006;73,459999;424;359,5;140,050003;2,645;2352,25;20599;5421,25;20300;24267,300781;18664,630859;2,373;12,87;1111,121582;1,064464;118,033997;0,85359;1,07007;1,42821;1,41141;1,52638;7,3323;8,27006;9,60357;1202,390015;1,49229;9,17723;14,66427;3,94595;59,993698
2017.04.10;7,796393;16,614828;44,220001;211,309998;10,21;NaN;106,784309;1,471966;5,796759;10,573664;64,959663;3,147491;13,714589;9,24555;11,318057;8,205516;2,875423;13,116559;3,614673;20,099747;0,5095;28,07233;3,564706;60,688328;0,0345;1,027898;70,327057;33,279758;166,039627;83,623611;35,539257;79,466408;167,922852;14,469156;123,44294;107,665253;155,549957;60,576977;33,590363;20,826;166,350006;24,128309;27,229855;106,121971;85,380661;72,917793;20,246874;65,473549;27,240997;75,855347;61,662838;84,586746;25,930481;49,723885;25,801868;27,647943;37,098362;111,699997;94,196327;40,042873;39,313999;33,2994;49,921101;41,2365;53,080002;1251,099976;3,238;393,799988;75,150002;428,75;367;139,850006;2,602;2352,5;20598;5422,25;20202;24262,179688;18797,880859;2,361;14,05;1120,568237;1,058201;117,692001;0,85503;1,0681;1,41863;1,40957;1,52435;7,2975;8,22026;9,60434;1176,869751;1,48749;9,16475;14,58071;3,93986;60,5933
2017.04.11;7,787285;16,576006;43,970001;209,710007;10,09;NaN;107,796959;1,457981;5,78462;10,587559;64,720505;3,166287;13,216047;9,226127;10,976808;8,148101;2,892572;13,051826;3,619333;20,183149;0,502;28,48579;3,622201;60,826359;0,0331;1,039938;71,662384;34,001514;166,9841;83,589157;35,514282;78,486717;168,090744;14,61918;122,995895;108,278114;155,845123;60,530758;33,229057;20,580667;165,699997;24,214684;27,129375;106,019562;85,371056;72,790443;20,158922;65,805145;27,026426;76,118118;61,447708;84,231163;25,846687;49,607929;25,889538;27,572557;37,220642;110,440002;93,952484;40,197582;39,545399;32,91045;49,945042;41,1675;53,400002;1271,199951;3,15;403,5;75,010002;433,25;366,5;140,199997;2,606;2351;20593;5401,75;20109;24088,460938;18747,869141;2,298;15,07;1135,730469;1,05976;117,322998;0,8529;1,0682;1,4114;1,4114;1,5207;7,3055;8,2337;9,6169;1209,800049;1,48838;9,1397;14,76869;3,95047;60,713371
2017.04.12;7,769067;16,498367;44,075001;209,949997;10,05;NaN;108,386917;1,443995;5,769445;10,587559;64,720505;3,164841;13,121982;9,180806;10,733061;8,232012;2,926871;12,792893;3,64108;19,719809;0,506;28,761433;3,566348;60,550304;0,0314;1,027146;71,884941;31,687944;164,627609;81,660835;35,747383;77,770836;166,57991;15,019249;123,053543;108,249397;155,541794;60,299648;33,26894;19,789333;165,110001;24,014784;27,0289;107,026688;85,207718;72,510262;19,921452;65,81411;27,586174;76,550423;61,544132;84,231163;25,839069;49,754784;24,668909;27,321289;37,388783;110,629997;95,533371;40,206684;39,454651;32,96349;50,320152;41,216;53,110001;1275,300049;3,187;393,5;74,730003;433,25;369;138,300003;2,544;2340,75;20516;5372,75;20005;24313,5;18552,609375;2,296;15,77;1124,995361;1,061132;116,25;0,84934;1,06848;1,41381;1,41405;1,5239;7,3024;8,2441;9,60501;1214;1,48867;9,11823;14,64946;3,92641;60,65416
2017.04.13;7,705315;16,420729;43,98;210,080002;9,965;NaN;108,721542;1,420686;5,553963;10,413878;63,955143;3,128696;13,074949;9,096638;10,473062;8,285007;2,919725;12,631061;3,613119;19,821741;0,5;28,709749;3,56142;59,860142;0,0297;1,018116;71,30629;30,639919;164,225525;80,145721;35,622501;76,690651;165,404846;15,169275;122,238785;108,402611;154,680817;60,040813;33,092983;20,266666;162,899994;23,565636;26,6521;106,676727;85,390274;71,661194;19,6488;65,554214;27,642145;76,31308;60,594673;82,012733;25,808599;49,569279;24,338461;27,15378;37,1595;110,209999;94,75135;40,042873;38,719643;32,830891;49,96899;41,178001;53,18;1285,900024;3,227;385;75,620003;429,75;371;138,899994;2,5695;2327,5;20414;5359;19774;24261,660156;18426,839844;2,232;15,96;1101,743164;1,067065;116,197998;0,85018;1,06917;1,41289;1,41531;1,52558;7,3436;8,29161;9,57307;1209;1,48844;9,11308;14,36893;3,89119;60,368061
2017.04.17;7,814609;16,527487;43,98;210,080002;9,965;NaN;108,386917;1,420686;5,553963;10,413878;63,955143;3,128696;13,074949;9,096638;10,473062;8,285007;2,919725;12,631061;3,613119;19,821741;0,5;28,709749;3,56142;59,860142;0,0297;1,018116;71,30629;30,956306;167,404907;81,041023;35,855598;77,532173;165,852493;15,169275;123,370827;108,958031;156,082886;60,530758;33,275967;20,096001;164,350006;24,488617;26,819563;107,299767;86,29348;72,90081;20,06217;65,858917;27,772757;76,61824;60,513081;82,066841;25,900009;49,708408;24,446363;27,312922;37,30471;111,760002;95,28952;40,306793;39,300396;32,883926;50,120625;41,858501;52,650002;1289,400024;3,163;386,700012;77,029999;421;366,5;141,100006;2,595;2345;20569;5395,25;19774;24261,660156;18355,259766;2,252;14,66;1121,779663;1,061053;114,931999;0,84651;1,06639;1,41245;1,39934;1,51266;7,302;8,24731;9,58676;1173,104614;1,48076;9,10927;14,20896;3,85489;59,6562
2017.04.18;7,741746;16,449842;43,544998;207,850006;9,87;NaN;109,804657;1,39155;5,47202;10,198514;63,094112;3,066527;12,69869;8,980097;10,440561;8,059776;2,904005;12,202202;3,602246;19,932941;0,498;28,459949;3,375793;58,893909;0,0294;1,001561;70,683151;31,401224;166,310822;81,256218;36,196934;77,218163;166,971634;15,185948;122,613716;109,350655;155,968124;60,447563;33,128166;20,016666;163,690002;24,503426;26,618608;103,971214;86,216606;72,306473;19,974218;66,217377;27,408918;76,965752;60,119942;81,688072;25,778124;49,198265;23,987782;27,363171;37,618073;111,230003;96,096764;40,516098;39,409283;33,228672;49,697639;41,841;52,41;1291,699951;3,145;385;76,82;422,5;361,75;142,899994;2,529;2337,25;20433;5389,25;19443;23924,539063;18418,589844;2,179;14,42;1129,762329;1,064453;116,154999;0,84754;1,06882;1,41834;1,4021;1,51815;7,302;8,27257;9,57716;1173,104614;1,4882;9,1078;14,15606;3,93966;59,566059
2017.04.19;7,696205;16,692469;43,625;208,729996;9,95;NaN;109,205849;1,441664;5,711781;10,205462;64,146477;3,108455;12,849195;9,135485;11,074307;8,201098;2,904005;12,307394;3,642633;20,155348;0,4964;28,744204;3,50721;59,123959;0,03;1,008334;70,059998;30,946419;166,825134;80,464241;35,988811;77,306122;167,866928;15,319304;116,585724;108,910149;155,648315;60,124031;33,006161;20,368;162,759995;24,59967;26,46789;103,58712;86,235817;71,71212;20,000605;66,378685;27,436909;76,530159;59,704582;80,567245;25,602919;49,043682;23,900112;27,346426;37,404068;110,760002;95,541779;40,215782;39,554466;33,175636;49,992931;41,9105;50,439999;1281,400024;3,185;387,399994;77,669998;419;361,75;138;2,5335;2333,75;20335;5397,75;19825;23825,880859;18432,199219;2,202;14,93;1129,634155;1,072869;116,432999;0,83521;1,06885;1,43557;1,41919;1,52254;7,3739;8,33946;9,61297;1224,530029;1,49712;9,12947;14,24313;3,92145;60,11652
2017.04.20;7,714423;16,760403;43,494999;207,380005;9,83;NaN;108,783165;1,450988;5,781585;10,198514;63,907307;3,066527;12,91504;9,135485;11,277431;8,227595;2,87971;12,088919;3,62244;20,322153;0,4935;29,166283;3,572919;60,826359;0,0305;0,994789;70,104507;31,678062;167,666733;82,165558;35,872257;77,795921;169,377686;15,435988;117,025635;109,925232;156,738846;60,549248;33,419083;20,167334;164,979996;24,989595;26,618608;104,01387;87,580994;72,637611;20,290852;67,032898;28,621704;76,299568;60,090267;81,069702;25,70195;49,298748;24,271023;27,497189;36,999001;112,959999;95,516541;40,525204;39,908356;33,591106;49,921101;42,0825;50,27;1281,900024;3,159;388,799988;80,07;406,25;357,75;131,649994;2,541;2352;20528;5442,75;19849;24056,980469;18430,490234;2,241;14,15;1147,171875;1,071501;116,605003;0,8382;1,06913;1,44449;1,42928;1,52215;7,3688;8,3271;9,60894;1222,910034;1,4972;9,1917;14,21735;3,9376;60,448101
