Date;BOTZ;ICLN;VV;ISP.MI;STLA.MI;ENI.MI;RACE.MI;ENEL.MI;STM.MI;G.MI;UCG.MI;CNHI.MI;SRG.MI;EXO.MI;TEN.MI;ATL.MI;TRN.MI;MONC.MI;CFR.SW;AA;BA;CAT;KO;DD;GE;HPQ;IBM;DIS;MMM;MSFT;AAPL;TSLA;BRK-B;NVDA;TSM;FB;JNJ;V;JPM;BAC;WMT;TCEHY;PG;XOM;CVX;PFE;ABBV;BHP;CSCO;VZ;BABA;PEP;ORCL;ABT;CMCSA;MRK;GOOG;CL=F;GC=F;NG=F;LBS=F;CT=F;ZW=F;ZC=F;KC=F;HG=F;ES=F;YM=F;NQ=F;FTSEMIB.MI;^HSI;^N225;^TNX;BTC-EUR;EURUSD=X;EURJPY=X;EURGBP=X;EURCHF=X;EURCAD=X;EURAUD=X;EURNZD=X;EURCNY=X;EURHKD=X;EURSEK=X;EURKRW=X;EURSGD=X;EURNOK=X;EURZAR=X;EURTRY=X;EURRUB=X
2016.04.06;NaN;8,010922;84,771378;1,319958;4,165214;8,773847;34,425282;2,729466;4,208912;8,265965;12,379508;4,90132;3,995911;28,526409;8,452685;20,848034;3,872442;13,503203;53,20863;22,533201;115,793625;63,905079;38,443115;57,29306;214,983612;10,227217;108,416908;91,966835;139,442902;50,135105;25,648773;53,084;141,699997;8,77984;21,008701;113,709999;93,337364;75,174728;49,875118;11,786695;60,520763;19,784971;70,608299;61,843628;72,816597;24,752224;45,828533;16,673532;23,25655;41,445786;78,68;87,201797;37,00256;38,541908;27,680807;43,748947;745,690002;37,75;1222,5;1,911;293,799988;58,75;463;358;121,5;2,1405;2060,25;17628;4535;17241;NaN;NaN;1,755;371,512665;1,1382;125,620003;0,804;1,0885;1,49566;1,50855;1,6737;7,3637;8,8275;9,25139;1319,150024;1,5424;9,4852;17,17116;3,22204;77,853951
2016.04.07;NaN;7,878145;83,765709;1,276313;4,001358;8,599348;33,807148;2,678243;4,390472;8,084813;11,646894;4,815806;3,956061;27,704819;8,428556;20,598198;3,818336;13,177263;51,506298;22,485764;114,951836;63,013031;38,155056;56,741825;213,105164;9,985694;107,137749;90,721497;139,735458;49,534801;25,08938;51,439999;140,809998;8,689098;20,803699;113,639999;93,209396;74,569183;48,611488;11,413638;59,801949;19,73711;70,12809;61,145836;72,778214;24,624447;45,377068;16,406044;22,924311;40,268703;77,610001;86,933273;36,294281;38,14798;27,32478;43,583794;740,280029;37,259998;1236,199951;2,018;293,299988;59,029999;457;361,5;119,800003;2,0745;2035;17458;4470,25;16818;20266,05078;15749,83984;1,691;371,970947;1,140498;125,077003;0,80658;1,08959;1,49153;1,49816;1,66936;7,3782;8,8434;9,29057;1315,469971;1,5346;9,48156;17,19426;3,23942;76,93895
2016.04.08;NaN;7,975515;83,963249;1,352986;4,161936;8,969288;34,529892;2,752883;4,493174;8,319641;12,779115;4,986834;3,992288;28,851221;8,911109;20,968639;3,899495;13,391454;52,553886;22,22485;115,74836;63,165947;38,574799;57,113071;214,218323;10,043993;107,932709;90,966797;139,292404;49,498413;25,117123;50,014;141,059998;8,745506;20,729898;110,629997;93,064384;75,001724;48,96769;11,440286;59,661694;19,641394;70,094391;61,769379;73,960594;24,429016;44,741943;16,989035;22,999063;40,408089;77,470001;88,175186;36,648422;37,933109;27,413786;43,536602;739,150024;39,720001;1242,5;1,99;290,5;60,07;460,25;362,25;120,449997;2,0865;2040,75;17485;4467,25;17505;20370,40039;15821,51953;1,72;368,791901;1,137398;123,287003;0,8089;1,0872;1,4944;1,51375;1,67719;7,3091;8,82239;9,2822;1315,189941;1,5383;9,46689;17,33316;3,25716;77,016502
2016.04.11;NaN;8,010922;83,72979;1,376578;4,263527;8,997207;34,577435;2,764591;4,559196;8,420282;13,087145;5,081349;3,974175;30,102716;8,951323;21,028946;3,914953;13,428702;52,379288;23,102463;115,77552;63,403847;38,220898;57,101814;213,661728;10,102291;107,86042;90,825279;139,258972;49,398369;25,20034;49,984001;140,990005;8,799459;20,918501;108,989998;92,953506;74,799866;49,3578;11,520228;59,083138;19,641394;69,698425;61,851044;73,123718;23,970501;44,764893;17,565166;22,940924;39,966686;77,709999;87,520668;36,675652;38,03159;27,342587;43,292828;736,099976;40,360001;1256,699951;1,912;291,200012;60,709999;447,25;356,75;123,349998;2,0885;2034,5;17473;4451,5;17723;20440,81055;15751,12988;1,724;370,404175;1,140303;123,521004;0,80714;1,08723;1,48018;1,5077;1,6731;7,3604;8,84774;9,2926;1311,780029;1,53733;9,3786;17,037901;3,24915;76,534698
2016.04.12;NaN;8,179108;84,528923;1,319958;4,204538;9,046067;34,254105;2,744102;4,408812;8,447119;12,412808;4,986834;3,94157;28,813013;9,015662;20,848034;3,90336;13,428702;53,20863;22,485764;117,187508;64,65271;38,393742;58,069263;214,357483;10,177248;108,135048;91,844193;140,462738;49,707615;25,528582;49,563999;142,399994;8,789652;20,967703;110,610001;93,490913;75,472694;50,273724;11,786695;60,31039;19,880686;69,782684;62,615654;74,8666;24,023117;45,828533;18,319624;22,957537;40,229977;77,860001;88,032539;36,839718;38,335987;27,467188;43,520882;743,090027;42,169998;1259,400024;2,004;296,700012;61,509998;452,5;362,75;124,599998;2,145;2055,75;17637;4490;17445;20504,43945;15928,79004;1,781;373,563538;1,141292;123,171997;0,8016;1,08884;1,47323;1,5023;1,66375;7,3622;8,8458;9,2529;1302,430054;1,53309;9,34939;16,83926;3,22813;76,218948
2016.04.13;NaN;8,303035;85,39093;1,429659;4,404442;9,409026;35,186058;2,796789;4,59404;8,76917;13,728182;5,216372;3,974175;30,265123;9,289105;20,92557;3,90336;13,642891;56,395031;23,221056;118,699089;67,226929;37,891689;58,732975;215,540207;10,527038;109,291328;93,853737;140,930847;50,344311;25,898418;50,905998;144,039993;9,010371;21,459707;110,510002;93,721222;76,616516;52,402386;12,248568;60,617188;20,454998;69,47094;62,971966;74,935692;24,45908;45,627678;19,554193;23,447586;39,718884;79,639999;87,369637;37,650879;39,047577;27,569544;44,008465;751,719971;41,759998;1246,800049;2,036;293;61,630001;461,5;373,5;121,75;2,1675;2076;17828;4547,75;18166;21158,71094;16381,21973;1,762;375,850647;1,138498;123,690002;0,79794;1,08762;1,45332;1,4812;1,64422;7,3494;8,82698;9,19813;1298,439941;1,52921;9,29764;16,746401;3,22664;73,843246
2016.04.14;NaN;8,214515;85,426842;1,436737;4,450322;9,576546;35,661549;2,808497;4,493174;8,936905;14,161092;5,207371;3,985043;30,074055;9,281065;20,968639;3,911089;13,59633;56,26408;23,742878;118,436615;67,158966;37,718868;58,901722;215,818573;10,452083;109,240723;93,051811;140,571411;50,353397;25,912289;50,372002;143,720001;9,034898;20,7463;110,839996;93,695625;77,212471;53,080841;12,559445;60,31039;20,387995;69,657379;63,417366;75,22744;24,541761;45,79763;19,746237;23,464197;39,773087;79,610001;86,564056;37,587086;39,191704;27,520596;44,393822;753,200012;41,5;1225;1,97;287,899994;60,639999;459,75;374;123,150002;2,171;2076,5;17842;4546,25;18329;21337,81055;16911,05078;1,781;376,704254;1,127904;123,410004;0,7946;1,0899;1,4455;1,47231;1,63105;7,2941;8,7464;9,1838;1290,26001;1,52259;9,2828;16,377661;3,20976;74,246452
2016.04.15;NaN;8,170256;85,363991;1,443814;4,378226;9,450908;36,802719;2,786544;4,704077;8,842973;14,30262;5,20287;3,923456;29,395767;9,281065;20,839418;3,884036;13,475267;56,438686;23,742878;118,690033;67,260925;37,941074;58,912971;215,888092;10,427099;109,645454;93,014053;141,089676;50,617184;25,392195;50,902;143,449997;9,106018;20,877501;109,639999;93,985664;76,972168;52,470222;12,435095;60,538307;20,263561;69,903687;63,075886;74,651619;24,429016;45,975327;19,828543;23,173491;39,76535;78,970001;87,075912;37,38657;39,101624;27,578447;44,150024;759;40,360001;1233,099976;1,902;280,5;60,029999;459,75;378,5;122,949997;2,152;2075;17814;4538,5;18257;21316,4707;16848,0293;1,752;380,951263;1,127002;123,160004;0,7966;1,0888;1,44678;1,46458;1,64182;7,293;8,7397;9,16449;1298,079956;1,5351;9,27039;16,39576;3,21253;73,78257
2016.04.18;NaN;8,196811;85,902748;1,450892;4,515864;9,422986;37,116539;2,837767;4,62155;8,822845;14,311245;5,43691;3,956061;29,978523;9,321278;20,977259;3,887901;13,763955;56,395031;23,932631;119,450356;67,328888;38,039829;59,104221;216,096817;10,552023;110,23082;95,740616;141,733398;51,353928;24,844364;50,776001;144,380005;9,06678;20,910301;110,449997;94,62542;78,288979;52,809456;12,586094;61,239586;20,598574;70,353889;63,677174;75,780281;24,511698;46,261173;20,507551;23,414358;40,059612;79,010002;87,033974;37,587086;39,588024;27,805412;44,440998;766,609985;39,779999;1233,599976;1,94;276,200012;62,150002;472,75;381;124;2,164;2086,75;17928;4546,5;18358;21161,5;16275,9502;1,773;379,049255;1,129995;122,019997;0,7969;1,0915;1,4662;1,47911;1,6411;7,2999;8,76091;9,1912;1292,880005;1,53778;9,38918;16,586861;3,22247;77,096451
2016.04.19;NaN;8,267627;86,208031;1,4273;4,653503;9,541647;37,373299;2,872891;4,768265;8,903359;14,233605;5,729458;3,937947;30,685476;9,594725;21,063406;3,872442;14,080581;57,00613;24,976278;120,092987;68,297401;38,352581;59,677937;216,723007;10,643636;104,06633;96,835007;141,816956;51,290264;24,712605;49,473999;145,949997;8,904915;20,631496;112,290001;96,118187;77,616119;53,699921;12,834792;61,160686;20,474144;70,736092;63,996387;77,16227;24,722164;46,485226;21,577513;23,530645;40,33065;79,459999;87,537445;37,423023;39,497955;27,716412;44,716255;753,929993;41,080002;1253;2,088;282,700012;62,689999;486,25;384,5;125,849998;2,223;2093,75;17961;4526,75;18448;21436,21094;16874,43945;1,783;383,43811;1,130902;123,335999;0,79117;1,09074;1,44384;1,4547;1,61932;7,3121;8,76864;9,17479;1291,660034;1,52686;9,28949;16,35326;3,21039;74,283951
2016.04.20;NaN;8,28533;86,261879;1,453251;4,732154;9,695205;37,601536;2,875818;4,722417;8,963742;14,889216;5,927492;3,95244;31,602602;9,739488;20,848034;3,8508;13,819831;58,184662;25,118587;118,183167;67,745178;36,517258;58,429245;216,723007;10,660294;105,591187;97,429375;141,223419;50,562614;24,763458;49,993999;146,089996;8,93925;20,598694;112,419998;96,885925;78,00061;54,480156;13,261142;60,669796;20,177418;69,26667;64,434357;78,075928;24,97773;46,724709;22,311396;23,622011;40,075108;81,209999;85,959885;37,45948;39,606049;27,351484;44,496048;752,669983;42,630001;1253,199951;2,069;282,600006;63,799999;504,25;394,75;127,150002;2,242;2098;18037;4535,75;18658;21236,31055;16906,53906;1,854;390,609741;1,135963;124,080002;0,7893;1,0925;1,44211;1,45666;1,61521;7,3232;8,8059;9,17977;1279,339966;1,52027;9,23663;16,222759;3,21489;74,328949
2016.04.21;NaN;8,258775;85,803955;1,468586;4,820637;9,820846;37,249676;2,853866;4,745342;9,144896;15,225648;5,963498;3,793036;31,554827;9,7797;20,572355;3,768867;14,015392;57,093422;24,715366;118,337029;67,479248;35,932919;58,474228;215,540207;10,485394;107,896545;97,089752;140,989395;50,735432;24,495314;49,658001;144,860001;8,92944;20,631496;113,440002;96,877388;77,65461;53,937386;13,234492;60,021111;19,909403;68,629646;64,426941;77,853271;24,985245;47,4123;21,776417;23,455893;38,743134;80,779999;84,743141;37,359238;39,524986;27,12007;44,511787;759,140015;43,18;1249;2,068;279,899994;63,490002;495,75;384,5;123,550003;2,252;2082,75;17899;4497,75;18733;21622,25;17363,61914;1,87;398,179321;1,130506;124,135002;0,78826;1,0976;1,4291;1,4483;1,61988;7,3007;8,765;9,1807;1278,22998;1,51861;9,16773;16,052;3,17868;73,541451
2016.04.22;NaN;8,241072;85,830894;1,450892;4,705937;9,876685;36,707615;2,853866;4,73617;9,238827;15,148009;5,91399;3,785791;31,37332;9,835999;20,675735;3,725583;13,782581;55,914894;24,667925;118,61763;67,187592;36,657162;59,182938;214,009598;10,502052;107,318443;97,901093;140,989395;47,097172;24,428284;50,75;146,110001;8,895105;20,557695;110,559998;96,664131;76,039803;54,251179;13,421017;60,240257;19,928549;68,75705;64,976257;78,321617;25,007797;47,450932;21,824425;23,381136;39,145824;79,889999;85,573891;37,094913;39,705135;27,191273;44,621883;718,77002;43,73;1228,699951;2,14;281,399994;63,080002;467;371,75;122,75;2,269;2086;17917;4465,75;18687;21467,03906;17572,49023;1,888;397,093109;1,129203;123,553001;0,7883;1,10044;1,4368;1,45819;1,63469;7,3081;8,7544;9,19069;1285,839966;1,5236;9,25514;16,1562;3,19711;75,437599
2016.04.25;NaN;8,117146;85,705177;1,415504;4,735432;9,827825;36,260658;2,839231;4,649058;9,185151;14,345752;5,826748;3,796659;31,28734;9,530384;20,727423;3,728674;13,391454;55,958538;24,098667;118,346092;65,875046;36,797081;59,104221;213,452957;10,468739;107,542435;98,655853;140,755341;47,397327;24,289597;50,363998;146,179993;8,93925;20,508495;110,099998;96,826218;75,107452;53,937386;13,287786;60,897709;19,593533;69,147766;64,827805;77,937752;24,962698;47,103264;20,946512;23,447586;39,308437;78,839996;86,261978;37,167828;39,642078;27,14677;44,21294;723,150024;42,639999;1238,900024;2,063;286,899994;64,769997;471,25;377;123,099998;2,2585;2083,25;17902;4472,25;18403;21304,43945;17439,30078;1,902;409,646667;1,123406;125,166;0,77754;1,09885;1,42311;1,45661;1,63563;7,2899;8,7117;9,1559;1289,48999;1,52095;9,2493;16,14426;3,19711;74,268951
2016.04.26;NaN;8,170256;85,82193;1,45561;4,610901;9,869705;36,802719;2,875818;4,768265;9,265665;15,061745;5,918581;3,796659;31,793663;9,530384;21,011717;3,733311;13,363516;56,26408;25,284626;120,599884;66,612793;36,648937;60,375393;214,983612;10,601992;107,737564;98,957756;138,916229;46,78791;24,120848;50,748001;147,020004;8,946609;20,508495;108,760002;96,314407;75,482307;54,217251;13,403255;60,74868;19,880686;67,567924;65,050499;78,536591;24,842426;47,072376;21,296305;23,630314;39,060627;78,610001;86,094147;37,049355;39,524986;27,169022;44,071381;708,140015;44,040001;1242,199951;2,032;286,200012;63,459999;479,75;382,25;125,25;2,2485;2088,5;17919;4452,5;18670;21407,26953;17353,2793;1,931;412,687256;1,1269;125,217003;0,7776;1,0985;1,42825;1,4602;1,6394;7,3066;8,7385;9,1697;1294,959961;1,5231;9,2423;16,25654;3,2046;74,508949
2016.04.27;NaN;8,311886;85,974564;1,45679;4,689552;9,960445;36,983398;2,915334;5,226753;9,20528;14,742566;6,015005;3,840133;32,080265;9,707318;21,132324;3,765776;13,279703;56,569637;26,826372;124,075607;67,496384;36,772388;60,29665;215,192429;10,626976;108,742104;99,325684;140,23703;46,333138;22,61142;50,293999;147,600006;9,150164;20,705299;108,889999;96,194969;75,703384;54,369911;13,341079;60,853874;19,727539;67,856705;65,666634;79,734337;24,804846;46,894669;21,207142;23,788126;40,028637;77,650002;86,119331;37,231636;39,479939;27,280275;44,283707;705,840027;45,330002;1249,199951;1,995;296,200012;64,07;474,25;380,75;121,050003;2,2205;2090,75;17963;4423,75;18751;21361,59961;17290,49023;1,86;392,624939;1,129905;125,662003;0,77502;1,0998;1,4243;1,45804;1,6389;7,3264;8,76038;9,1728;1293,689941;1,5262;9,21014;16,2458;3,18679;73,458946
2016.04.28;NaN;8,152552;85,211327;1,468586;4,800974;10,051186;37,801243;2,966557;5,157979;9,171733;15,36367;6,051738;3,854623;32,242676;9,715361;21,011717;3,795148;13,093451;56,700573;26,446861;122,011864;66,69857;36,731251;60,094147;214,983612;10,468739;106,284988;98,146393;139,6017;45,387192;21,920271;49,542;146,070007;8,877939;19,811485;116,730003;95,947609;74,665306;53,937386;13,136788;60,406826;19,717968;67,746284;65,347427;78,621048;24,737194;47,28096;21,323744;23,223314;39,509785;76,400002;86,404617;36,757694;36,408382;27,21352;43,835464;691,02002;46,029999;1265,5;2,078;300,5;63,689999;475,5;387;120,400002;2,2245;2072,5;17761;4382;18977;21388,0293;16666,05078;1,838;395,465027;1,132901;126,349998;0,779;1,09978;1,42544;1,4896;1,63557;7,3446;8,7834;9,15217;1299,119995;1,52707;9,22774;16,256161;3,19369;73,252213
2016.04.29;NaN;8,1437;84,780334;1,4273;4,594515;9,911585;37,392315;2,896308;4,924151;8,936905;14,552783;6,152753;3,861869;31,335106;9,474086;20,951412;3,805968;13,186578;55,69664;26,494301;122,011864;66,672844;36,871151;59,182938;213,940018;10,218891;105,468369;97,41996;139,919373;45,359909;21,668322;48,152;145,479996;8,713623;19,344074;117,580002;95,6064;74,242371;53,59816;12,932499;58,618538;19,430811;68,052063;65,622093;78,452133;24,586866;47,12645;21,495207;22,832945;39,44783;76,940002;86,39624;36,329319;35,039238;27,039967;43,127666;693,01001;45,919998;1289,199951;2,178;295,600006;63,759998;478;390,25;120,849998;2,279;2059;17693;4331,5;18601;21067,05078;16666,05078;1,819;397,291138;1,135589;122,739998;0,77732;1,0973;1,42546;1,48805;1,63097;7,3434;8,80994;9,1599;1288,420044;1,52652;9,23822;16,22086;3,19329;73,091454
2016.05.02;NaN;8,028625;85,426842;1,39899;4,666612;9,737084;37,088013;2,894845;4,827868;8,930196;14,017947;6,198669;3,869115;31,91786;9,345406;20,92557;3,790509;13,577703;56,395031;25,996199;121,296837;66,775787;37,019287;59,227951;214,914047;10,093964;104,984161;98,457726;140,721893;46,032986;21,645199;48,360001;146,889999;8,828888;19,426079;118,57;96,177917;75,415024;54,09853;13,119027;59,249687;19,488243;68,774033;66,164001;79,319748;24,654512;47,466373;21,378609;22,733278;39,742115;76,610001;86,790619;36,73035;34,994198;27,249125;43,489429;698,210022;44,779999;1294,699951;2,042;294,5;64,360001;477;390,25;119,099998;2,2615;2074,25;17799;4369;18420;21067,05078;16147,37988;1,865;385,963898;1,146303;122,019997;0,785;1,0987;1,43774;1,50513;1,63735;7,406;8,89072;9,19286;1309,670044;1,5399;9,22675;16,243629;3,20264;72,084503
2016.05.03;NaN;7,833886;84,654625;1,365961;4,525696;9,436948;36,194092;2,846548;4,616965;8,749042;13,362339;5,826748;3,865491;31,28734;8,846769;20,934181;3,748771;13,708079;54,518108;24,54933;119,921028;65,506165;36,904072;58,238007;213,105164;9,752501;104,160301;97,91053;140,412598;45,278057;22,001173;46,464001;144,830002;8,723433;19,122677;117,43;96,126724;74,194298;53,055389;12,754853;58,732491;18,894789;68,884445;65,406807;77,791855;25,331011;47,721321;20,281216;22,309675;39,246494;75,910004;86,899719;36,165268;34,72398;27,124517;43,316406;692,359985;43,650002;1290,699951;2,086;288,799988;63,049999;459,75;378,25;118,599998;2,2145;2057;17673;4334,5;17967;20676,93945;16147,37988;1,8;391,602722;1,152499;122,627998;0,78576;1,1009;1,44359;1,50381;1,63827;7,45;8,94068;9,1792;1309,23999;1,54545;9,2452;16,4347;3,23215;75,101448
2016.05.04;NaN;7,80733;84,13385;1,335292;4,489647;9,353186;36,669582;2,852402;4,467497;8,742332;13,345083;5,83134;3,861869;31,163143;8,798514;20,934181;3,756501;13,829142;54,037971;24,359026;118,472786;63,687466;37,019287;57,810532;209,208984;9,652559;104,247009;97,806763;139,735458;45,359909;21,772339;44,512001;144,240005;8,524782;19,204674;118,059998;95,725822;74,078987;52,215805;12,550565;58,899052;18,751213;69,309128;65,280617;77,231354;25,105513;47,481834;18,950628;21,960827;39,370396;75,82;87,285713;35,809818;34,31863;27,097818;43,104076;695,700012;43,779999;1273,300049;2,141;291;62,169998;460,5;373,25;119,099998;2,183;2047;17581;4309,75;17936;20525,83008;16147,37988;1,784;388,825806;1,150404;122,699997;0,79047;1,097;1,46071;1,5338;1,65932;7,4272;8,92701;9,2576;1323,099976;1,55425;9,32914;16,82761;3,27259;76,398949
2016.05.05;NaN;7,701108;84,13385;1,309341;4,374949;9,534666;35,994389;2,880209;4,476668;8,722204;13,155304;5,812974;3,879982;31,401978;9,015662;21,020329;3,821427;13,642891;54,037971;23,835688;119,549919;62,443611;37,085136;57,203053;207,95668;9,535964;105,851372;98,995491;140,245422;45,423573;21,683964;42,306;143,880005;8,576285;19,270275;117,809998;96,288811;74,357719;51,935936;12,479506;58,916576;18,770357;69,054337;65,354851;77,868622;25,233292;48,161682;18,971199;21,769787;39,370396;78,830002;87,445129;35,755123;34,678932;27,169022;42,537857;701,429993;44,32;1271,400024;2,076;296,399994;61,630001;453;371,75;120,900002;2,151;2044;17574;4300,25;17924;20449,82031;16147,37988;1,747;393,030365;1,149306;122,860001;0,792;1,0996;1,47804;1,5388;1,66808;7,4538;8,91898;9,26382;1339,319946;1,5599;9,3702;17,17206;3,39674;76,256447
2016.05.06;NaN;7,789627;84,403221;1,31288;4,404442;9,457886;36,137032;2,855329;4,427152;8,675239;13,21569;5,647676;3,865491;30,75235;9,264979;20,796343;3,773506;13,503203;53,470524;23,883265;120,617943;62,932575;37,299118;57,5518;209,556915;9,652559;107,518929;99,570992;141,181625;45,832882;21,563028;42,986;144,619995;8,664573;19,196478;119,489998;96,16938;74,703735;52,241245;12,532799;59,828251;19,019222;69,759323;65,703735;78,206436;25,24081;48,293026;19,156385;22,035576;39,587234;79,199997;88,074471;35,919186;34,201538;27,333677;42,152496;711,119995;44,66;1292,900024;2,101;296,5;61,630001;453,25;376;123,449997;2,151;2052,75;17671;4328,25;17843;20109,86914;16106,71973;1,779;403,054443;1,140602;122,322998;0,78679;1,1036;1,4657;1,52535;1,65466;7,4069;8,84945;9,24214;1328,829956;1,54864;9,3199;17,04566;3,3392;74,148949
2016.05.09;NaN;7,639144;84,510986;1,321137;4,335623;9,339226;35,861248;2,846548;4,322617;8,675239;12,905138;5,519112;3,858246;30,398872;8,951323;20,701578;3,785872;13,60564;53,819721;22,503553;119,568031;60,719303;37,233276;57,191826;207,81749;9,519308;107,555435;99,382294;140,87236;45,541817;21,579308;41,784;142,910004;8,65231;19,163675;119,239998;97,005348;75,184341;51,910496;12,426212;60,441875;18,904362;69,750832;65,748283;77,047089;25,421213;49,212372;18,010983;22,018965;39,556252;79,410004;88,34301;35,873611;34,210545;27,333677;42,545712;712,900024;43,439999;1265,599976;2,098;304,700012;61,330002;447;367,75;125,150002;2,104;2054,25;17646;4335,75;17686;20156,81055;16216,03027;1,76;404,606812;1,138797;122,279999;0,78925;1,1076;1,47234;1,5442;1,66462;7,4018;8,83843;9,27957;1332,319946;1,55059;9,34443;16,87916;3,33048;74,11145
2016.05.10;NaN;7,736515;85,543549;1,352986;4,466708;9,471846;36,450863;2,915334;4,377634;8,889938;12,715355;5,633901;3,879982;31,325548;9,096087;21,003099;3,821427;13,940893;54,867298;23,003103;121,939445;62,203392;37,653023;57,979279;212,061478;9,669216;109,475273;100,571045;142,326874;46,40591;21,725822;41,737999;144,779999;8,819078;19,180071;120,5;97,81572;76,126297;52,614407;12,701562;60,301624;19,25852;70,056587;66,802391;77,753441;25,406176;49,243279;18,635124;22,450874;39,912476;79,720001;89,425468;36,475143;34,31863;27,876616;43,001842;723,179993;44,66;1263,900024;2,158;308;60,900002;451,5;378,5;126,900002;2,09;2077,5;17853;4392;17935;20242,67969;16565,18945;1,76;396,495758;1,138797;123,333;0,78984;1,10563;1,47511;1,55626;1,68165;7,4098;8,8367;9,28826;1336,349976;1,56202;9,35006;17,235109;3,35053;75,761452
2016.05.11;NaN;7,842737;84,807281;1,330574;4,401166;9,374126;36,279682;2,905089;4,331785;8,796006;12,240902;5,721142;3,829265;30,542175;9,063916;20,73604;3,74568;14,58346;54,256214;22,693859;121,364571;62,134766;37,414345;57,653034;211,087494;9,735843;108,730682;96,504807;141,917267;46,433182;21,514191;41,792;142,869995;8,843606;19,040672;119,519997;97,559792;74,431625;52,419346;12,612738;58,641529;19,220232;69,776314;66,480507;77,653648;25,16049;48,439808;18,758581;22,176779;39,610451;79,800003;88,712242;36,13792;34,237572;27,622948;42,710857;715,289978;46,23;1274,599976;2,173;307;60,599998;449,5;374;127,900002;2,101;2058;17659;4351,5;17698;20055,28906;16579,00977;1,737;396,364899;1,137436;124,189003;0,7869;1,1093;1,46898;1,5427;1,67272;7,4026;8,82716;9,27342;1330,540039;1,55605;9,32839;17,162371;3,35461;74,661926
2016.05.12;NaN;7,727662;84,753403;1,316419;4,388057;9,436948;36,175076;2,931432;4,256594;8,447119;12,568707;5,693592;3,713336;30,4753;9,152385;20,649889;3,733311;14,713836;52,859428;22,455976;122,660339;61,508537;37,718868;57,979279;209,348099;9,627577;108,650406;95,957611;142,234909;46,851574;21,009535;41,456001;143,309998;8,723433;18,85207;120,279999;97,440384;74,99971;52,38541;12,559445;59,030067;18,961788;69,997147;67,124283;78,406067;25,18325;48,277569;18,326485;22,151863;39,858273;79,160004;89,031067;36,292866;34,228561;27,707504;42,56144;713,309998;46,700001;1270,300049;2,155;302,899994;60,73;458,5;385,25;128,199997;2,073;2058,75;17668;4334,75;17651;19915,46094;16646,33984;1,757;399,89975;1,1427;123,866997;0,7914;1,1092;1,46945;1,55296;1,67616;7,4071;8,86624;9,2922;1329,390015;1,56193;9,31648;17,16762;3,37544;73,916451
2016.05.13;NaN;7,577183;84,079987;1,311701;4,486371;9,471846;37,107029;2,931432;4,284103;8,353188;12,560081;5,757875;3,767677;30,695028;9,160427;20,744654;3,76423;14,648647;53,25227;21,885063;120,561546;60,110229;37,323803;56,865585;206,217316;9,577606;107,83284;94,8349;140,7052;46,460487;21,051388;41,521999;141,399994;10,050218;18,712669;119,809998;96,868851;73,97905;51,902008;12,328509;57,343491;18,961788;68,994881;66,36824;77,346519;25,18325;47,89901;18,244179;22,035576;39,44783;77,160004;87,419945;36,101471;33,868263;27,520596;42,372692;710,830017;46,209999;1271,900024;2,096;306;60,619999;465;382;128,800003;2,075;2043,5;17495;4324;17729;19719,28906;16412,21094;1,705;402,855652;1,137695;124,099998;0,7874;1,1044;1,46064;1,5542;1,66827;7,4015;8,8235;9,30613;1328,449951;1,56188;9,24681;17,10054;3,36973;73,346451
2016.05.16;NaN;7,683403;84,888084;1,297546;4,420828;9,555605;36,755169;2,93875;4,329952;8,453829;12,378924;5,689001;3,727827;29,85433;9,329319;20,73604;3,750318;14,602085;53,25227;22,075369;122,404861;60,650665;37,546024;58,046768;208,443695;9,694201;109,102966;94,68396;141,733398;47,142654;21,8328;41,658001;141,850006;10,346967;18,950474;118,669998;97,61953;74,913055;52,292118;12,372918;58,297157;19,784971;69,334625;67,049431;78,536591;25,327412;48,246674;18,840885;22,401037;39,672413;79,290001;87,377998;36,429581;34,453743;27,591799;42,978249;716,48999;47,720001;1273,400024;2,029;328;60,990002;474,75;394;132,699997;2,091;2062,75;17664;4375,25;17737;19883,94922;16466,40039;1,753;401,416809;1,131695;122,955002;0,7887;1,10405;1,46602;1,55563;1,67283;7,3764;8,78547;9,32117;1329,040039;1,55331;9,2712;17,489861;3,36329;74,081451
2016.05.17;NaN;7,647996;84,115898;1,288109;4,125888;9,471846;35,956352;2,890454;4,346457;8,32635;12,137385;5,574211;3,698844;29,013632;9,538425;20,658506;3,728674;14,276145;53,034031;22,122942;120,963066;60,950916;36,830006;57,945515;206,704361;9,602592;108,037231;94,287704;140,278824;46,263348;21,742102;40,931999;140,339996;10,369039;18,819269;117,349998;97,09919;73,940559;52,292118;12,443975;57,484772;19,909403;68,476776;67,01947;78,171913;25,061848;46,54702;19,417015;22,135248;39,416855;79,349998;85,901169;36,092342;33,967342;26,893101;42,718723;706,22998;48,310001;1276,199951;2,048;323,799988;62,200001;481,75;397;131,850006;2,092;2043,5;17489;4319,5;17499;20118,80078;16652,80078;1,759;401,116394;1,131606;123,400002;0,7832;1,1064;1,45931;1,55261;1,66758;7,3687;8,7813;9,35177;1331,719971;1,54928;9,23208;17,697599;3,36689;73,466904
