Date;ICLN;ENI.MI;ENEL.MI;XOM;CL=F
2021.04.20;22,77162;9,45225;7,944809;52,390862;62,439999
2021.04.21;23,21657;9,523559;7,881659;53,063629;61,349998
2021.04.22;23,780174;9,540449;8,096183;52,37191;61,43
2021.04.23;24,225126;9,478522;8,111969;52,656178;62,139999
2021.04.26;24,343781;9,521683;8,023746;52,76041;61,91
2021.04.27;24,264681;9,486029;7,942022;53,452133;62,939999
2021.04.28;23,770288;9,574227;7,84544;55,062992;63,860001
2021.04.29;23,40444;9,572351;7,743287;55,849468;65,010002
2021.04.30;22,979263;9,317138;7,677351;54,238613;63,580002
2021.05.03;22,652966;9,476646;7,760002;55,735764;64,489998
2021.05.04;21,723511;9,476646;7,620701;56,086365;65,690002
2021.05.05;21,69385;9,671808;7,69778;57,773029;65,629997
2021.05.06;21,407101;9,688698;7,677351;58,322617;64,709999
2021.05.07;21,792727;9,683067;7,678278;59,156475;64,900002
2021.05.10;21,140131;9,765636;7,683851;59,298607;64,919998
2021.05.11;21,189569;9,613635;7,488829;57,412952;65,279999
2021.05.12;20,477648;9,812551;7,421965;57,720592;66,080002
2021.05.13;20,556751;9,668055;7,514832;57,009182;63,82
2021.05.14;21,357662;9,786279;7,618845;58,422394;65,370003
2021.05.17;21,159906;9,81818;7,575196;59,787537;66,269997
2021.05.18;21,55542;9,790032;7,548265;58,095528;65,489998
2021.05.19;21,723511;9,566721;7,397819;56,701542;63,360001
2021.05.20;22,277229;9,551708;7,498116;56,566952;62,049999
2021.05.21;22,326668;9,64929;7,603985;56,64386;63,580002
2021.05.24;22,36622;9,712696;7,577054;57,307205;66,050003
2021.05.25;22,306892;9,592607;7,584483;56,009354;66,07
2021.05.26;22,573864;9,635839;7,577054;56,663086;66,209999
2021.05.27;22,554085;9,70309;7,565909;56,297768;66,849998
2021.05.28;22,662853;9,697325;7,562194;56,115108;66,32
2021.06.01;22,613417;9,889465;7,488829;58,124367;67,720001
2021.06.02;22,247566;9,962479;7,411749;58,585823;68,830002
2021.06.03;21,842167;10,029727;7,329097;58,816551;68,809998
2021.06.04;22,049809;9,972086;7,365316;59,076126;69,620003
2021.06.07;22,168463;10,043178;7,43218;58,691578;69,230003
2021.06.08;22,257454;10,083528;7,440538;59,729855;70,050003
2021.06.09;22,119024;10,03357;7,441467;60,229767;69,959999
2021.06.10;22,212486;10,10082;7,393176;60,325901;70,290001
2021.06.11;22,401402;10,166147;7,449825;59,768307;70,910004
2021.06.14;22,669861;10,30641;7,524119;59,672173;70,879997
2021.06.15;22,411346;10,312174;7,503688;61,844868;72,120003
2021.06.16;22,530661;10,31986;7,627202;61,623749;72,150002
2021.06.17;22,65992;10,212261;7,50276;59,595261;71,040001
2021.06.18;22,282087;9,908679;7,479543;58,066692;71,639999
2021.06.21;22,510775;10,008593;7,716159;60,172085;73,660004
2021.06.22;22,739464;10,004749;7,704755;61,325726;73,059998
2021.06.23;22,69969;10,012435;7,574569;61,777569;73,080002
2021.06.24;22,848833;10,125798;7,634437;62,027523;73,300003
2021.06.25;22,918434;10,141169;7,61068;62,162125;74,050003
2021.06.28;23,524952;9,935579;7,57742;60,575859;72,910004
2021.06.29;23,674097;9,931736;7,638237;60,200924;72,980003
2021.06.30;23,326092;9,866408;7,442482;60,643154;73,470001
2021.07.01;23,405638;10,048942;7,458637;60,816196;75,230003
2021.07.02;23,355923;9,989378;7,460537;60,729675;75,160004
2021.07.06;23,515009;9,866408;7,546062;58,999214;73,370003
2021.07.07;23,435465;9,770338;7,662944;58,076302;72,199997
2021.07.08;23,027807;9,571473;7,490946;57,81673;72,940002
2021.07.09;23,087463;9,683875;7,529906;58,86462;74,559998
2021.07.12;23,355923;9,697325;7,661044;58,806938;74,099998
2021.07.13;23,07752;9,610862;7,657242;58,528145;75,25
2021.07.14;22,510775;9,630075;7,624934;57,230293;73,129997
2021.07.15;22,063343;9,520555;7,537509;56,672703;71,650002
2021.07.16;21,973858;9,445621;7,61163;55,105671;71,809998
2021.07.19;21,814772;9,082476;7,394766;53,211773;66,419998
2021.07.20;22,033514;9,12955;7,403518;53,798203;67,419998
2021.07.21;22,729521;9,366843;7,595098;55,528667;70,300003
2021.07.22;22,739464;9,265009;7,738052;54,903782;71,910004
2021.07.23;22,431231;9,289026;7,828494;54,836487;72,07
2021.07.26;22,252256;9,478285;7,858641;56,220856;71,910004
2021.07.27;22,09317;9,422564;7,742915;55,59597;71,650002
2021.07.28;22,69969;9,527281;7,833356;55,970901;72,389999
2021.07.29;22,640034;9,620468;7,794457;56,653477;73,620003
2021.07.30;22,580376;9,630075;7,565923;55,346012;73,949997
2021.08.02;22,600262;9,580119;7,526051;55,355629;71,260002
2021.08.03;23,03775;9,737674;7,482289;55,951675;70,559998
2021.08.04;22,988035;9,722303;7,491042;54,644215;68,150002
2021.08.05;22,819006;9,799159;7,538693;54,990307;69,089996
2021.08.06;22,789177;9,897151;7,545501;55,624809;68,279999
2021.08.09;23,147121;9,879859;7,583428;54,990307;66,480003
2021.08.10;23,117292;9,943265;7,573703;55,932446;68,290001
2021.08.11;22,978092;10,006671;7,617465;56,095879;69,25
2021.08.12;22,689747;10,066234;7,628162;55,969009;69,089996
2021.08.13;22,471003;10,104662;7,671924;55,402981;68,440002
2021.08.16;22,29203;9,964399;7,63108;54,592964;67,290001
2021.08.17;22,0534;9,968244;7,563005;54,222115;66,589996
2021.08.18;22,1926;9,958636;7,638859;53,080288;65,459999
2021.08.19;22,1926;9,680033;7,704016;51,460262;63,689999
2021.08.20;22,550547;9,666583;7,780842;51,47002;62,32
2021.08.23;22,83889;9,831823;7,616492;53,587769;65,639999
2021.08.24;22,978092;9,912522;7,573703;54,026932;67,540001
2021.08.25;23,057636;9,92405;7,547446;54,124523;68,360001
2021.08.26;22,789177;9,900993;7,46673;53,392582;67,419998
2021.08.27;22,988035;10,0182;7,467702;54,427059;68,739998
2021.08.30;23,216722;10,022042;7,534804;53,831745;69,209999
2021.08.31;23,196836;10,043178;7,504657;53,207157;68,5
2021.09.01;23,375809;10,083528;7,589262;52,47522;68,589996
2021.09.02;23,654213;10,214183;7,573703;53,753677;69,989998
2021.09.03;23,465294;10,116191;7,509519;53,548729;69,290001
2021.09.07;23,276379;10,166147;7,381151;53,236435;68,349998
2021.09.08;22,828947;10,173833;7,311132;52,748474;69,300003
2021.09.09;22,79912;10,169991;7,322803;52,78751;68,139999
2021.09.10;22,441174;10,129641;7,172067;52,680157;69,720001
2021.09.13;22,888607;10,381344;7,292655;54,036686;70,449997
2021.09.14;22,749405;10,475493;7,230416;53,265717;70,459999
2021.09.15;22,431231;10,558113;6,831698;55,061401;72,610001
2021.09.16;22,282087;10,590777;6,808358;54,475853;72,610001
2021.09.17;22,391459;10,512;6,767514;53,831745;71,970001
2021.09.20;21,794884;10,414;6,651789;52,397144;70,290001
2021.09.21;22,0534;10,606;6,709165;52,348347;70,559998
2021.09.22;22,361629;10,886;6,749037;53,880543;72,230003
2021.09.23;22,56049;10,902;6,884212;55,705513;73,300003
2021.09.24;22,123001;10,932;6,824891;56,203232;73,980003
2021.09.27;22,301973;11,186;6,755844;57,872055;75,449997
2021.09.28;21,814772;11,264;6,648871;58,477123;75,290001
2021.09.29;21,586082;11,388;6,606082;58,438087;74,830002
2021.09.30;21,526426;11,546;6,467989;57,403614;75,029999
2021.10.01;21,645742;11,482;6,543843;59,462803;75,879997
2021.10.04;21,078995;11,642;6,552595;60,233784;77,620003
2021.10.05;21,118765;11,848;6,606082;60,136189;78,93
2021.10.06;21,16848;11,666;6,542871;59,033401;77,43
2021.10.07;21,387224;11,588;6,713055;59,199306;78,300003
2021.10.08;21,218195;11,858;6,728615;60,682705;79,349998
2021.10.11;21,297737;12,006;6,56232;60,077637;80,519997
2021.10.12;22,103113;11,974;6,578852;59,765343;80,639999
2021.10.13;22,819006;11,822;6,642064;59,599434;80,440002
2021.10.14;22,729521;11,98;6,749037;60,507042;81,309998
2021.10.15;22,79912;12,208;6,728615;61,082832;82,279999
2021.10.18;22,888607;12,236;6,715972;61,053555;82,440002
2021.10.19;23,445408;12,172;6,886157;61,970917;82,959999
2021.10.20;23,58461;12,318;7,011608;62,312489;83,870003
2021.10.21;23,614439;12,134;6,975626;61,180424;82,5
2021.10.22;23,425522;12,078;6,930891;61,600067;83,760002
2021.10.25;23,773525;12,278;6,866707;62,800449;83,760002
2021.10.26;23,614439;12,358;6,948396;64,254562;84,650002
2021.10.27;24,320385;12,268;7,017442;62,585747;82,660004
2021.10.28;25,165535;12,164;7,069956;62,76141;82,809998
2021.10.29;25,125763;12,404;7,036892;62,917561;83,57
2021.11.01;25,642797;12,746;7,084544;64,049622;84,050003
2021.11.02;25,15559;12,54;7,03203;63,259132;83,910004
2021.11.03;24,578901;12,38;7,056342;62,390564;80,860001
2021.11.04;24,449644;12,56;7,052452;62,859013;78,809998
2021.11.05;24,141415;12,672;7,093296;63,454319;81,269997
2021.11.08;24,578901;12,682;6,99702;64,137466;81,93
2021.11.09;24,449644;12,62;6,898799;64,762047;84,150002
2021.11.10;24,101643;12,664;6,962983;63,486198;81,339996
2021.11.11;24,737989;12,646;6,903662;63,604877;81,589996
2021.11.12;24,936848;12,512;6,903662;63,120251;80,790001
2021.11.15;24,638561;12,546;6,953259;63,664227;80,879997
2021.11.16;24,578901;12,598;6,891992;64,307091;80,760002
2021.11.17;24,429758;12,592;6,873515;63,604877;78,360001
2021.11.18;24,091698;12,43;6,84823;62,912556;79,010002
2021.11.19;24,549072;12,168;6,758761;60,004787;76,099998
2021.11.22;23,982328;12,328;6,760707;60,835579;76,75
2021.11.23;23,703926;12,38;6,716945;62,43782;78,5
2021.11.24;23,773525;12,37;6,851148;62,783981;78,389999
2021.11.25;23,773525;12,296;6,952286;62,783981;78,029999
2021.11.26;23,465294;11,53;6,628449;60,57843;68,150002
2021.11.29;23,723812;11,8;6,602192;60,914703;69,949997
2021.11.30;23,355923;11,642;6,522448;59,183891;66,18
2021.12.01;22,630091;11,904;6,569128;59,134441;65,57
2021.12.02;22,530661;11,94;6,408668;60,608101;66,5
2021.12.03;21,824715;12,01;6,346428;60,222378;66,260002
2021.12.06;22,083227;12,292;6,538008;60,904816;69,489998
2021.12.07;22,79912;12,568;6,623586;61,587246;72,050003
2021.12.08;22,868721;12,39;6,516613;61,765274;72,360001
2021.12.09;22,212486;12,266;6,517586;61,923519;70,940002
2021.12.10;22,063343;12,206;6,505916;62,319134;71,669998
2021.12.13;21,947409;12,02;6,422282;60,954266;71,290001
2021.12.14;21,287786;12,148;6,443677;60,865253;70,730003
2021.12.15;21,647581;12;6,512723;60,598213;70,870003
2021.12.16;21,167856;12,198;6,465071;60,697113;72,379997
2021.12.17;21,207832;12,052;6,560375;59,371807;70,860001
2021.12.20;20,428282;11,834;6,469934;58,511345;68,230003
2021.12.21;21,107891;12,18;6,646926;59,836655;71,120003
2021.12.22;21,227821;12,174;6,686798;60,321281;72,760002
2021.12.23;21,227821;12,24;6,725697;60,350952;73,790001
2021.12.27;21,197838;12,294;6,737367;61,211414;75,57
2021.12.28;20,987961;12,404;6,842395;61,013607;75,980003
2021.12.29;20,918001;12,28;6,817111;60,47953;76,559998
2021.12.30;21,209999;12,22;6,85212;60,123474;76,989998
2021.12.31;21,17;12,22;6,85212;60,519089;75,209999
2022.01.03;21,34;12,408;6,99702;62,843323;76,080002
2022.01.04;21,01;12,61;6,974653;65,207115;76,989998
2022.01.05;20,030001;12,756;6,924084;66,018127;77,849998
2022.01.06;19,75;12,65;6,757789;67,570915;79,459999
2022.01.07;19,66;12,79;6,71889;68,124771;78,900002
2022.01.10;19,57;12,684;6,739312;67,719269;78,230003
2022.01.11;19,74;12,81;6,740285;70,567688;81,220001
2022.01.12;19,790001;13,052;6,731532;70,359993;82,639999
2022.01.13;19,57;13,024;6,769459;69,855583;82,120003
2022.01.14;19,450001;13,16;6,619697;71,081993;83,82
2022.01.18;18,91;13,27;6,623586;72,278725;85,43
2022.01.19;18,860001;13,42;6,623586;72,308395;86,959999
2022.01.20;18,98;13,29;6,810303;72,466637;86,900002
2022.01.21;18,299999;13,106;6,715;71,3787;85,139999
2022.01.24;18,370001;12,686;6,665;71,991905;83,309998
2022.01.25;17,82;13,094;6,666;74,108437;85,599998
2022.01.26;17,879999;13,484;6,715;73,356766;87,349998
2022.01.27;17,6;13,812;6,852;74,296356;86,610001
2022.01.28;17,76;13,574;6,752;74,454597;86,82
2022.01.31;18,75;13,308;6,781;75,127144;88,150002
2022.02.01;18,719999;13,456;6,854;79,943748;88,199997
2022.02.02;18,639999;13,356;6,849;79,736053;88,260002
2022.02.03;18,17;13,288;6,779;78,806358;90,269997
2022.02.04;18,34;13,48;6,639;80,517395;92,309998
2022.02.07;18,23;13,186;6,431;81,486641;91,32
2022.02.08;18,27;13,036;6,331;79,379997;89,360001
2022.02.09;18,93;13,252;6,477;79;89,660004
2022.02.10;18,450001;13,298;6,432;78,239998;89,879997
2022.02.11;17,969999;13,528;6,394;80,209999;93,099998
2022.02.14;17,83;13,324;6,32;78,980003;95,459999
2022.02.15;18,73;13,172;6,429;77,989998;92,07
2022.02.16;18,74;13,308;6,51;78,349998;93,660004
2022.02.17;18,48;13,334;6,482;78,230003;91,760002
2022.02.18;18,139999;13,47;6,435;77,360001;91,07
2022.02.22;17,690001;13,492;6,344;76,459999;92,349998
2022.02.23;17,57;13,426;6,314;76,769997;92,099998
2022.02.24;18,91;13,362;6,192;75,800003;92,809998
2022.02.25;19,440001;13,78;6,549;77,839996;91,589996
2022.02.28;20,709999;13,832;6,599;78,419998;95,720001
2022.03.01;20,51;14,252;6,174;79,169998;103,410004
2022.03.02;20,18;14,53;6,17;80,529999;110,599998
2022.03.03;19,57;13,866;5,955;81,040001;107,669998
2022.03.04;19,42;12,854;5,67;84,089996;115,68
2022.03.07;19,9;13,406;5,561;87,120003;119,400002
2022.03.08;21,27;13,67;5,722;87,779999;123,699997
2022.03.09;21,33;13,602;6,039;82,790001;108,699997
2022.03.10;21,030001;13,104;5,739;85,360001;106,019997
2022.03.11;20,709999;13,036;5,728;84,919998;109,330002
2022.03.14;19,959999;12,978;5,819;81,879997;103,010002
2022.03.15;20,280001;12,924;5,826;77,220001;96,440002
2022.03.16;20,82;12,77;5,824;76,93;95,040001
2022.03.17;21,08;13,11;5,72;78,980003;102,980003
2022.03.18;21,15;12,728;5,76;78,669998;104,699997
2022.03.21;21;13,094;5,824;82,199997;112,120003
2022.03.22;21,290001;13,104;5,823;81,839996;111,760002
2022.03.23;20,959999;13,222;5,709;83,129997;114,93
2022.03.24;21,290001;13,314;5,77;83,379997;112,339996
2022.03.25;21,040001;13,464;5,824;85,199997;113,900002
2022.03.28;21,129999;13,272;5,878;82,809998;105,959999
2022.03.29;21,440001;13,096;6,077;82,370003;104,239998
2022.03.30;21,389999;13,382;6,097;83,779999;107,82
2022.03.31;21,52;13,294;6,068;82,589996;100,279999
2022.04.01;21,639999;13,414;6,104;83,120003;99,269997
2022.04.04;22,08;13,442;6,11;83,160004;103,279999
2022.04.05;22,02;13,508;6,232;82,730003;101,959999
2022.04.06;21,5499;13,374;6,182;83,68;99,510002
